CPV Divisió,Descripció Divisió,CPV Grup,Descripció Grup,CPV Classe,Descripció Classe,CPV Categoria,Descripció Categoria
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44613000-0,Grans contenidors
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44613110-4,Sitges
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44613200-2,Contenidors refrigerats
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44613210-5,Cisternes d'aigua
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44613300-3,Contenidors estàndards de transport
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44613400-4,Contenidors d'emmagatzematge
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44613500-5,Contenidors d'aigua
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44613600-6,Contenidors sobre rodes
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44613700-7,Contenidors de runa
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44613800-8,Contenidors per a residus
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44614000-7,Barrils
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44614100-8,Recipients d'emmagatzematge
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44614300-0,Sistema d'emmagatzematge en contenidors
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44614310-3,Apiladora mecànica
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44615000-4,Recipients a pressió
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44615100-5,Recipients a pressió d'acer
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44616000-1,Bidons
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44616200-3,Bidons de residus
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44617000-8,Caixes
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44617100-9,Cartons
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44617200-0,Compartiments per a comptadors
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44617300-1,Caixes prefabricades
44000000-0,Estructures i materials de construcció; productes auxiliars per a la construcció (excepte aparells elèctrics),44600000-6,"Tancs, dipòsits i contenidors; radiadors i calderes de calefacció central",44610000-9,"Tancs, dipòsits, contenidors i recipients a pressió",44618000-5,"Recipients lleugers, taps de suro, tapes de contenidors, tines i tapadores"
